cluster_id,application_id,start_time,end_time,app_number
1485248649253,application_1485248649253_0038,2017-03-23T14:31:22.000Z,2017-03-23T15:14:46.000Z,0038
1485248649253,application_1485248649253_0095,2017-06-06T22:03:14.000Z,2017-06-06T22:22:40.000Z,0095
1485248649253,application_1485248649253_0165,2017-06-10T15:14:56.000Z,2017-06-10T15:32:03.000Z,0165
1485248649253,application_1485248649253_0168,2017-06-10T15:19:39.000Z,2017-06-10T15:35:04.000Z,0168
1485248649253,application_1485248649253_0056,2017-03-29T19:21:17.000Z,2017-03-29T20:02:22.000Z,0056
1485248649253,application_1485248649253_0047,2017-03-28T15:07:59.000Z,2017-03-28T15:43:55.000Z,0047
1485248649253,application_1485248649253_0035,2017-03-21T09:41:22.000Z,2017-03-21T10:30:24.000Z,0035
1485248649253,application_1485248649253_0039,2017-03-23T14:35:13.000Z,2017-03-23T15:23:34.000Z,0039
1485248649253,application_1485248649253_0045,2017-03-28T11:30:59.000Z,2017-03-28T11:47:43.000Z,0045
1448006111297,application_1448006111297_0137,2016-04-07T10:45:21.000Z,2016-04-07T11:28:11.000Z,0137
1485248649253,application_1485248649253_0159,2017-06-10T15:06:16.000Z,2017-06-10T15:23:15.000Z,0159
1485248649253,application_1485248649253_0036,2017-03-21T11:34:08.000Z,2017-03-21T12:22:14.000Z,0036
1448006111297,application_1448006111297_0138,2016-04-07T11:39:58.000Z,2016-04-07T12:22:08.000Z,0138
1485248649253,application_1485248649253_0162,2017-06-10T15:10:34.000Z,2017-06-10T15:27:59.000Z,0162
1485248649253,application_1485248649253_0155,2017-06-10T14:59:38.000Z,2017-06-10T15:17:13.000Z,0155
1485248649253,application_1485248649253_0037,2017-03-23T13:59:32.000Z,2017-03-23T14:36:47.000Z,0037
1485248649253,application_1485248649253_0164,2017-06-10T15:13:20.000Z,2017-06-10T15:28:43.000Z,0164
1485248649253,application_1485248649253_0160,2017-06-10T15:07:44.000Z,2017-06-10T15:24:36.000Z,0160
1485248649253,application_1485248649253_0092,2017-06-06T21:45:56.000Z,2017-06-06T22:05:06.000Z,0092
1485248649253,application_1485248649253_0048,2017-03-28T15:38:31.000Z,2017-03-28T16:08:38.000Z,0048
1485248649253,application_1485248649253_0057,2017-03-29T21:11:38.000Z,2017-03-29T21:49:45.000Z,0057
1485248649253,application_1485248649253_0157,2017-06-10T15:09:28.000Z,2017-06-10T15:20:01.000Z,0157
1485248649253,application_1485248649253_0153,2017-06-10T14:56:51.000Z,2017-06-10T15:13:49.000Z,0153
1485248649253,application_1485248649253_0046,2017-03-28T11:43:31.000Z,2017-03-28T11:59:11.000Z,0046
1485248649253,application_1485248649253_0150,2017-06-10T14:59:40.000Z,2017-06-10T15:09:47.000Z,0150
1485248649253,application_1485248649253_0152,2017-06-10T15:02:20.000Z,2017-06-10T15:12:49.000Z,0152
1485248649253,application_1485248649253_0073,2017-04-25T18:11:33.000Z,2017-04-25T21:54:35.000Z,0073
1485248649253,application_1485248649253_0154,2017-06-10T15:05:03.000Z,2017-06-10T15:15:08.000Z,0154
1485248649253,application_1485248649253_0118,2017-06-08T11:44:19.000Z,2017-06-08T12:04:13.000Z,0118
1485248649253,application_1485248649253_0102,2017-06-07T16:11:47.000Z,2017-06-07T16:30:30.000Z,0102
1485248649253,application_1485248649253_0156,2017-06-10T15:01:11.000Z,2017-06-10T15:18:14.000Z,0156
1485248649253,application_1485248649253_0151,2017-06-10T15:01:01.000Z,2017-06-10T15:11:06.000Z,0151
1485248649253,application_1485248649253_0068,2017-04-13T21:26:01.000Z,2017-04-13T23:59:39.000Z,0068
1485248649253,application_1485248649253_0161,2017-06-10T15:09:15.000Z,2017-06-10T15:26:07.000Z,0161
1485248649253,application_1485248649253_0034,2017-03-21T09:28:15.000Z,2017-03-21T09:48:24.000Z,0034
1485248649253,application_1485248649253_0096,2017-06-06T22:15:13.000Z,2017-06-06T22:34:30.000Z,0096
1485248649253,application_1485248649253_0101,2017-06-07T16:08:52.000Z,2017-06-07T16:27:22.000Z,0101
1485248649253,application_1485248649253_0163,2017-06-10T15:19:47.000Z,2017-06-10T15:29:16.000Z,0163
1485248649253,application_1485248649253_0072,2017-04-20T13:43:42.000Z,2017-04-20T16:25:57.000Z,0072
1485248649253,application_1485248649253_0094,2017-06-06T21:57:06.000Z,2017-06-06T22:16:21.000Z,0094
1485248649253,application_1485248649253_0091,2017-06-06T21:38:58.000Z,2017-06-06T21:58:01.000Z,0091
1485248649253,application_1485248649253_0090,2017-06-06T21:29:49.000Z,2017-06-06T21:48:49.000Z,0090
1485248649253,application_1485248649253_0074,2017-05-02T12:38:46.000Z,2017-05-02T15:17:30.000Z,0074
1485248649253,application_1485248649253_0093,2017-06-06T21:51:49.000Z,2017-06-06T22:11:00.000Z,0093
1485248649253,application_1485248649253_0071,2017-04-13T22:50:46.000Z,2017-04-14T00:33:51.000Z,0071
1485248649253,application_1485248649253_0172,2017-06-10T20:30:59.000Z,2017-06-10T20:45:49.000Z,0172
1485248649253,application_1485248649253_0123,2017-06-08T14:21:33.000Z,2017-06-08T14:40:35.000Z,0123
1485248649253,application_1485248649253_0075,2017-05-08T08:36:49.000Z,2017-05-08T10:25:51.000Z,0075
1485248649253,application_1485248649253_0061,2017-03-29T23:04:42.000Z,2017-03-30T00:03:07.000Z,0061
1485248649253,application_1485248649253_0041,2017-03-23T15:52:19.000Z,2017-03-23T16:27:15.000Z,0041
1485248649253,application_1485248649253_0122,2017-06-08T14:15:25.000Z,2017-06-08T14:24:40.000Z,0122
1485248649253,application_1485248649253_0059,2017-03-29T22:59:28.000Z,2017-03-30T00:32:02.000Z,0059
1485248649253,application_1485248649253_0076,2017-05-08T09:49:41.000Z,2017-05-08T13:05:34.000Z,0076
1485248649253,application_1485248649253_0070,2017-04-13T21:55:47.000Z,2017-04-13T23:25:42.000Z,0070
1485248649253,application_1485248649253_0067,2017-04-13T20:45:08.000Z,2017-04-13T22:07:06.000Z,0067
1485248649253,application_1485248649253_0060,2017-03-29T23:10:07.000Z,2017-03-30T00:44:07.000Z,0060
1485248649253,application_1485248649253_0063,2017-04-13T18:45:36.000Z,2017-04-14T01:23:39.000Z,0063
1485248649253,application_1485248649253_0058,2017-03-29T21:42:30.000Z,2017-03-29T23:17:39.000Z,0058
1485248649253,application_1485248649253_0062,2017-04-11T19:12:00.000Z,2017-04-11T23:12:31.000Z,0062
1472621869829,application_1472621869829_0087,2016-09-09T08:04:46.000Z,2016-09-09T08:05:19.000Z,0087
1485248649253,application_1485248649253_0049,2017-03-28T17:01:07.000Z,2017-03-28T17:40:20.000Z,0049
1485248649253,application_1485248649253_0184,2017-07-27T21:02:56.000Z,2017-07-27T21:22:53.000Z,0184
1485248649253,application_1485248649253_0027,2017-03-16T17:04:51.000Z,2017-03-16T17:26:44.000Z,0027
1485248649253,application_1485248649253_0186,2017-07-27T21:18:18.000Z,2017-07-27T21:38:19.000Z,0186
1485248649253,application_1485248649253_0143,2017-06-09T17:24:53.000Z,2017-06-09T17:41:25.000Z,0143
1485248649253,application_1485248649253_0173,2017-07-27T11:41:53.000Z,2017-07-27T11:59:40.000Z,0173
1485248649253,application_1485248649253_0055,2017-03-29T17:28:03.000Z,2017-03-29T18:05:33.000Z,0055
1485248649253,application_1485248649253_0174,2017-07-27T14:31:34.000Z,2017-07-27T14:53:35.000Z,0174
1485248649253,application_1485248649253_0187,2017-07-27T21:25:08.000Z,2017-07-27T21:45:00.000Z,0187
1485248649253,application_1485248649253_0029,2017-03-16T17:11:13.000Z,2017-03-16T17:40:38.000Z,0029
1485248649253,application_1485248649253_0053,2017-03-29T17:07:34.000Z,2017-03-29T17:45:50.000Z,0053
1485248649253,application_1485248649253_0051,2017-03-29T10:08:37.000Z,2017-03-29T10:10:19.000Z,0051
1485248649253,application_1485248649253_0009,2017-03-14T21:02:26.000Z,2017-03-14T21:14:41.000Z,0009
1485248649253,application_1485248649253_0078,2017-06-06T21:07:25.000Z,2017-06-06T21:18:25.000Z,0078
1485248649253,application_1485248649253_0006,2017-02-09T20:36:11.000Z,2017-02-09T20:44:05.000Z,0006
1485248649253,application_1485248649253_0180,2017-07-27T15:14:48.000Z,2017-07-27T15:32:31.000Z,0180
1485248649253,application_1485248649253_0008,2017-03-14T20:59:51.000Z,2017-03-14T21:13:59.000Z,0008
1485248649253,application_1485248649253_0112,2017-06-08T10:49:47.000Z,2017-06-08T11:05:56.000Z,0112
1485248649253,application_1485248649253_0182,2017-07-27T20:57:23.000Z,2017-07-27T21:15:10.000Z,0182
1485248649253,application_1485248649253_0183,2017-07-27T21:07:53.000Z,2017-07-27T21:18:22.000Z,0183
1485248649253,application_1485248649253_0177,2017-07-27T15:09:56.000Z,2017-07-27T15:19:06.000Z,0177
1485248649253,application_1485248649253_0080,2017-06-06T21:01:03.000Z,2017-06-06T21:18:53.000Z,0080
1485248649253,application_1485248649253_0179,2017-07-27T15:23:03.000Z,2017-07-27T15:31:35.000Z,0179
1485248649253,application_1485248649253_0175,2017-07-27T14:35:30.000Z,2017-07-27T14:45:51.000Z,0175
1485248649253,application_1485248649253_0185,2017-07-27T21:23:12.000Z,2017-07-27T21:33:34.000Z,0185
1485248649253,application_1485248649253_0181,2017-07-27T20:25:59.000Z,2017-07-27T20:35:52.000Z,0181
1485248649253,application_1485248649253_0176,2017-07-27T14:42:13.000Z,2017-07-27T14:52:05.000Z,0176
1485248649253,application_1485248649253_0086,2017-06-06T21:09:52.000Z,2017-06-06T21:18:55.000Z,0086
1485248649253,application_1485248649253_0178,2017-07-27T15:02:55.000Z,2017-07-27T15:20:38.000Z,0178
1485248649253,application_1485248649253_0084,2017-06-06T21:02:26.000Z,2017-06-06T21:20:15.000Z,0084
1485248649253,application_1485248649253_0113,2017-06-08T10:51:50.000Z,2017-06-08T11:07:59.000Z,0113
1485248649253,application_1485248649253_0087,2017-06-06T21:10:14.000Z,2017-06-06T21:19:40.000Z,0087
1485248649253,application_1485248649253_0114,2017-06-08T10:52:33.000Z,2017-06-08T11:08:42.000Z,0114
1485248649253,application_1485248649253_0085,2017-06-06T21:09:35.000Z,2017-06-06T21:18:32.000Z,0085
1485248649253,application_1485248649253_0081,2017-06-06T21:08:12.000Z,2017-06-06T21:17:33.000Z,0081
1485248649253,application_1485248649253_0001,2017-01-24T17:00:28.000Z,2017-01-24T17:13:19.000Z,0001
1485248649253,application_1485248649253_0052,2017-03-29T09:55:33.000Z,2017-03-29T10:11:36.000Z,0052
1485248649253,application_1485248649253_0088,2017-06-06T21:10:37.000Z,2017-06-06T21:21:37.000Z,0088
1485248649253,application_1485248649253_0083,2017-06-06T21:02:04.000Z,2017-06-06T21:17:51.000Z,0083
1485248649253,application_1485248649253_0004,2017-02-09T19:56:35.000Z,2017-02-09T20:03:43.000Z,0004
1485248649253,application_1485248649253_0082,2017-06-06T21:01:43.000Z,2017-06-06T21:17:30.000Z,0082
1485248649253,application_1485248649253_0003,2017-02-09T19:44:21.000Z,2017-02-09T19:56:53.000Z,0003
1485248649253,application_1485248649253_0026,2017-03-16T16:38:25.000Z,2017-03-16T16:57:20.000Z,0026
1472621869829,application_1472621869829_0088,2016-09-09T10:06:51.000Z,2016-09-09T10:07:06.000Z,0088
1440487435730,application_1440487435730_0039,2015-09-01T18:14:40.000Z,2015-09-01T18:19:50.000Z,0039
1485248649253,application_1485248649253_0023,2017-03-14T22:03:09.000Z,2017-03-14T22:36:35.000Z,0023
1485248649253,application_1485248649253_0017,2017-03-14T21:22:44.000Z,2017-03-14T21:38:38.000Z,0017
1485248649253,application_1485248649253_0007,2017-03-14T20:56:31.000Z,2017-03-14T21:11:24.000Z,0007
1485248649253,application_1485248649253_0011,2017-03-14T21:13:08.000Z,2017-03-14T21:22:44.000Z,0011
1485248649253,application_1485248649253_0012,2017-03-14T21:21:44.000Z,2017-03-14T21:31:20.000Z,0012
1485248649253,application_1485248649253_0016,2017-03-14T21:26:48.000Z,2017-03-14T21:32:46.000Z,0016
1485248649253,application_1485248649253_0010,2017-03-14T21:11:12.000Z,2017-03-14T21:21:44.000Z,0010
1485248649253,application_1485248649253_0054,2017-03-29T17:12:57.000Z,2017-03-29T17:29:51.000Z,0054
1485248649253,application_1485248649253_0033,2017-03-21T00:18:39.000Z,2017-03-21T00:36:52.000Z,0033
1485248649253,application_1485248649253_0015,2017-03-14T21:24:02.000Z,2017-03-14T21:33:36.000Z,0015
1485248649253,application_1485248649253_0019,2017-03-14T21:30:49.000Z,2017-03-14T21:46:41.000Z,0019
1485248649253,application_1485248649253_0024,2017-03-14T22:16:41.000Z,2017-03-14T22:51:06.000Z,0024
1485248649253,application_1485248649253_0014,2017-03-14T21:23:57.000Z,2017-03-14T21:31:23.000Z,0014
1485248649253,application_1485248649253_0018,2017-03-14T21:26:32.000Z,2017-03-14T21:40:13.000Z,0018
1485248649253,application_1485248649253_0022,2017-03-14T21:52:53.000Z,2017-03-14T22:08:33.000Z,0022
1485248649253,application_1485248649253_0020,2017-03-14T21:39:57.000Z,2017-03-14T21:46:10.000Z,0020
1485248649253,application_1485248649253_0005,2017-02-09T20:17:48.000Z,2017-02-09T20:25:41.000Z,0005
1485248649253,application_1485248649253_0077,2017-06-06T20:54:23.000Z,2017-06-06T21:12:14.000Z,0077
1472621869829,application_1472621869829_0083,2016-09-09T07:46:50.000Z,2016-09-09T07:47:09.000Z,0083
1485248649253,application_1485248649253_0032,2017-03-21T00:18:54.000Z,2017-03-21T00:35:42.000Z,0032
1485248649253,application_1485248649253_0040,2017-03-23T15:49:27.000Z,2017-03-23T15:51:18.000Z,0040
1472621869829,application_1472621869829_0081,2016-09-09T07:43:47.000Z,2016-09-09T07:44:12.000Z,0081
1472621869829,application_1472621869829_0085,2016-09-09T07:51:18.000Z,2016-09-09T07:51:44.000Z,0085
1472621869829,application_1472621869829_0084,2016-09-09T07:48:25.000Z,2016-09-09T07:48:49.000Z,0084
1472621869829,application_1472621869829_0082,2016-09-09T07:45:49.000Z,2016-09-09T07:45:59.000Z,0082
1472621869829,application_1472621869829_0086,2016-09-09T07:52:43.000Z,2016-09-09T07:53:05.000Z,0086
1485248649253,application_1485248649253_0031,2017-03-21T00:17:49.000Z,2017-03-21T00:23:21.000Z,0031
1485248649253,application_1485248649253_0021,2017-03-14T21:58:34.000Z,2017-03-14T21:58:45.000Z,0021
